participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.og_lotteries_id,player.x1_val,player.x2_val,player.slider_initial,player.slider_val,player.decision_chosen1,player.random_computer_draw,player.get_lottery,player.val_for_payment,player.x1_for_payment,player.x2_for_payment,player.lottery_realization,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,25,506qyrc7,,,,,0
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,26,506qyrc7,,,,,0
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,27,506qyrc7,,,,,0
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,28,506qyrc7,,,,,0
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,29,506qyrc7,,,,,0
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,30,506qyrc7,,,,,0
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,31,506qyrc7,,,,,0
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,32,506qyrc7,,,,,0
1,ly48h6hf,,0,2,121,lottery_first_stage_intro,PCF,2022-04-02 05:09:47.603913+00:00,1,,,0.00,1,,0.00,,,,,,,,,,,,,1,33,506qyrc7,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,10,15.0,0.0,14.7,2.9,,,,,,,,1,1,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,20,25.0,5.0,12.3,8.7,,,,,,,,1,2,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,27,45.0,10.0,29.9,,,,,,,,,1,3,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,23,10.0,5.0,5.4,,,,,,,,,1,4,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,30,30.0,10.0,11.2,,,,,,,,,1,5,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,8,25.0,0.0,5.1,,,,,,,,,1,6,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,13,60.0,5.0,16.6,,,,,,,,,1,7,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,5,40.0,0.0,34.4,,,,,,,,,1,8,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,18,35.0,5.0,5.9,,,,,,,,,1,9,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,14,55.0,5.0,45.9,,,,,,,,,1,10,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,21,20.0,5.0,17.9,,,,,,,,,1,11,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,26,50.0,10.0,21.2,,,,,,,,,1,12,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,9,20.0,0.0,6.6,,,,,,,,,1,13,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,19,30.0,5.0,27.4,,,,,,,,,1,14,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,2,55.0,0.0,28.8,,,,,,,,,1,15,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,15,50.0,5.0,31.1,,,,,,,,,1,16,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,11,10.0,0.0,8.6,,,,,,,,,1,17,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,32,20.0,10.0,18.1,,,,,,,,,1,18,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,1,60.0,0.0,23.4,,,,,,,,,1,19,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,24,60.0,10.0,15.1,,,,,,,,,1,20,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,3,50.0,0.0,32.5,,,,,,,,,1,21,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,6,35.0,0.0,5.6,,,,,,,,,1,22,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,12,5.0,0.0,4.6,,,,,,,,,1,23,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,22,15.0,5.0,11.6,,,,,,,,,1,24,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,28,40.0,10.0,19.4,,,,,,,,,1,25,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,25,55.0,10.0,30.1,,,,,,,,,1,26,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,33,15.0,10.0,13.6,,,,,,,,,1,27,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,29,35.0,10.0,31.6,,,,,,,,,1,28,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,31,25.0,10.0,14.2,,,,,,,,,1,29,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,4,45.0,0.0,30.1,,,,,,,,,1,30,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,7,30.0,0.0,12.3,,,,,,,,,1,31,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,17,40.0,5.0,26.4,,,,,,,,,1,32,w64nd30w,,,,,0
1,8eqjz2bg,,0,30,121,lottery_first_stage,Lottery,2022-04-02 07:22:42.961959+00:00,1,,,0.00,1,,0.00,16,45.0,5.0,27.7,,,,,,,,,1,33,w64nd30w,,,,,0
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,5,40.0,0.0,21.9,31.3,,,,,,,,1,1,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,12,5.0,0.0,3.3,1.8,,,,,,,,1,1,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,20,25.0,5.0,7.2,6.4,,,,,,,,1,2,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,29,35.0,10.0,19.7,13.3,,,,,,,,1,2,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,28,40.0,10.0,25.8,25.8,,,,,,,,1,3,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,18,35.0,5.0,17.3,30.5,,,,,,,,1,3,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,18,35.0,5.0,25.4,10.4,,,,,,,,1,4,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,21,20.0,5.0,15.4,,,,,,,,,1,4,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,9,20.0,0.0,18.6,,,,,,,,,1,5,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,19,30.0,5.0,7.5,,,,,,,,,1,5,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,22,15.0,5.0,7.2,,,,,,,,,1,6,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,2,55.0,0.0,28.0,,,,,,,,,1,6,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,7,30.0,0.0,22.0,,,,,,,,,1,7,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,10,15.0,0.0,0.2,,,,,,,,,1,7,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,11,10.0,0.0,2.1,,,,,,,,,1,8,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,22,15.0,5.0,8.0,,,,,,,,,1,8,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,16,45.0,5.0,25.0,,,,,,,,,1,9,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,31,25.0,10.0,12.0,,,,,,,,,1,9,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,24,60.0,10.0,51.4,,,,,,,,,1,10,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,6,35.0,0.0,27.4,,,,,,,,,1,10,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,21,20.0,5.0,17.1,,,,,,,,,1,11,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,7,30.0,0.0,28.7,,,,,,,,,1,11,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,12,5.0,0.0,2.7,,,,,,,,,1,12,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,32,20.0,10.0,11.7,,,,,,,,,1,12,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,2,55.0,0.0,3.3,,,,,,,,,1,13,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,11,10.0,0.0,3.6,,,,,,,,,1,13,5nzhkfzg,,,,,1
1,quapgwrz,,0,36,121,lottery_first_stage,Lottery,2022-05-22 14:14:33.519016+00:00,1,,,0.00,1,,0.00,26,50.0,10.0,21.1,,,,,,,,,1,14,5nzhkfzg,,,,,1
2,5nl7cvqh,,0,33,121,lottery_first_stage,Lottery,2022-05-22 14:14:37.890893+00:00,1,,,0.00,2,,0.00,26,50.0,10.0,35.6,,,,,,,,,1,14,5nzhkfzg,,,,,1
